,Values
NAV,"8,177.32"
Open Price,"8,180.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"966,895.0 / 82,557.9"
Day Range,"8,125.00 – 8,500.00"
Year Range,"7,835.00 – 10,930.00"
SEC Yield ,—
12-Month Yield ,1.58%
Premium ,—
Expense Ratio,0.340%
Total Assets,63.0 Bil
