Sectors,Fund %,Category %
Basic Materials,3.14,8.80
Consumer Cyclical,7.64,12.81
Financial Services,44.15,14.15
Real Estate,8.30,1.80
Communication Services,6.85,4.25
Energy,2.77,5.69
Industrials,10.57,13.60
Technology,0.27,13.19
Consumer Defensive,6.61,11.02
Healthcare,0.24,11.13
Utilities,9.47,3.55
