,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.24,-0.24,-2.43,-0.76,15.99,1.52,7.63,—,—,—,—
Total Return % (NAV),-0.09,-0.20,-2.91,-1.28,16.12,1.45,7.62,—,—,—,8.97
+/- Category (NAV),0.09,-0.66,0.43,-1.28,2.30,2.61,2.75,—,—,—,—
+/- Index (NAV),-0.34,-1.44,1.40,-1.08,6.09,4.60,2.27,—,—,—,—
