,Net,Short,Long,Cat.,Index
U.S.Stock,5.93,0.00,5.93,3.47,1.84
Non-U.S.Stock,93.77,0.00,93.77,84.66,98.00
Bonds,0.00,0.00,0.00,0.85,0.00
Other,0.00,0.00,0.00,1.62,0.13
Cash,0.30,2.62,2.91,45.04,0.03
Not Classified,0.00,0.00,0.00,0.01,0.01
