,Fund,Cat. Average,Index
Price/Earnings ,10.73,13.98,14.48
Price/Book ,0.96,1.58,1.62
Price/Sales ,0.72,0.97,1.14
Price/Cash Flow ,4.09,7.26,7.89
Dividend Yield % ,5.88,3.70,3.78
Long-Term Earnings % ,8.46,9.48,8.06
Historical Earnings % ,4.13,1.72,4.72
Sales Growth % ,0.81,-1.25,-0.18
Cash-Flow Growth % ,3.55,4.15,2.20
Book-Value Growth % ,2.34,3.73,2.17
