,Values
Sustainability Rate,High
Percent Rank in Global Category,9%
Historical Sustainability Score,58.12
Global Category,Europe Equity Large Cap
Portfolio ESG,63.72
Controversy Deduction,7.20
Sustainability Score,56.52
Sustainability Mandate,No
