,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.84,-2.35,1.59,0.52,6.71,-1.40,5.51,1.39,—,—,—
Total Return % (NAV),-1.01,2.32,2.88,0.85,7.55,-2.15,5.63,1.50,—,—,7.22
+/- Category (NAV),-2.06,0.39,5.60,0.54,-8.60,-0.42,-0.97,-0.53,—,—,—
+/- Index (NAV),-0.52,5.54,8.81,1.28,-11.30,-3.93,-10.72,-11.44,—,—,—
