,Values
NAV,"7,745.04"
Open Price,"7,670.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"2,243.0 / 5,066.0"
Day Range,"7,645.00 – 7,700.00"
Year Range,"6,240.00 – 8,130.00"
SEC Yield ,—
12-Month Yield ,0.52%
Premium ,—
Expense Ratio,0.450%
Total Assets,28.5 Bil
