,Values
NAV,"7,745.04"
Open Price,"7,800.00"
Bid / Ask / Spread,"7,740.00 / 0.00 / 0.00%"
Volume / Avg,"18,107.0 / 5,170.9"
Day Range,"7,730.00 – 7,800.00"
Year Range,"6,240.00 – 8,130.00"
SEC Yield ,—
12-Month Yield ,0.52%
Premium ,—
Expense Ratio,0.450%
Total Assets,28.5 Bil
