,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,8.74,-2.25,-2.05
Fund (NAV),—,—,—,—,—,—,—,—,9.05,-2.28,-1.66
+/ Category (NAV),—,—,—,—,—,—,—,—,2.97,0.51,-2.06
+/- Index (Price),—,—,—,—,—,—,—,—,0.06,-0.58,—
Percentile Rank,—,—,—,—,—,—,—,—,19,38,91
# of Funds in Category,—,—,—,—,—,—,—,876,996,"1,104","1,220"
