,Values
NAV,"10,204.32"
Open Price,"10,160.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"1,809.0 / 2,182.9"
Day Range,"10,145.00 – 10,185.00"
Year Range,"10,145.00 – 11,740.00"
SEC Yield ,—
12-Month Yield ,1.15%
Premium ,—
Expense Ratio,0.260%
Total Assets,11.2 Bil
