,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.49,-0.97,-3.18,-2.58,-2.05,-1.30,—,—,—,—,—
Total Return % (NAV),-0.31,-0.96,-2.77,-2.69,-1.66,-1.29,1.75,—,—,—,1.73
+/- Category (NAV),-0.33,-1.02,-1.38,-1.48,-2.06,-0.03,0.92,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
