,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,7.11,-9.06,1.59,10.06,0.62,-8.41,-20.15,21.30,3.56
Fund (NAV),—,—,7.76,-9.30,1.71,10.37,0.54,-8.56,-20.41,21.89,2.71
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,—
Percentile Rank,—,—,—,—,—,—,—,—,—,—,—
# of Funds in Category,—,—,—,—,—,—,—,—,—,—,—
