,Values
NAV,"8,087.25"
Open Price,"8,130.00"
Bid / Ask / Spread,"8,165.00 / 8,200.00 / 0.43%"
Volume / Avg,"68,385.0 / 584,582.9"
Day Range,"8,115.00 – 8,170.00"
Year Range,"6,915.00 – 8,220.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.110%
Total Assets,39.6 Bil
