,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),1.18,0.55,8.00,6.38,3.88,13.17,-0.64,0.17,—,—,—
Total Return % (NAV),-0.05,0.63,6.94,6.41,2.60,13.26,-0.97,-0.14,—,—,-2.24
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
