,Values
NAV,"8,096.32"
Open Price,"8,180.00"
Bid / Ask / Spread,"8,105.00 / 8,140.00 / 0.43%"
Volume / Avg,"144,765.0 / 550,873.2"
Day Range,"8,140.00 – 8,210.00"
Year Range,"6,915.00 – 8,220.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.110%
Total Assets,38.9 Bil
