Sectors,Fund %,Category %
Basic Materials,7.88,—
Consumer Cyclical,9.57,—
Financial Services,11.41,—
Real Estate,0.00,—
Communication Services,2.92,—
Energy,1.91,—
Industrials,9.55,—
Technology,44.21,—
Consumer Defensive,6.54,—
Healthcare,4.62,—
Utilities,1.39,—
