,Values
NAV,"11,510.23"
Open Price,"11,690.00"
Bid / Ask / Spread,"11,605.00 / 0.00 / 0.00%"
Volume / Avg,"14,301.0 / 13,528.0"
Day Range,"11,600.00 – 11,690.00"
Year Range,"9,760.00 – 11,690.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.410%
Total Assets,9.2 Bil
