,Net,Short,Long,Cat.,Index
U.S.Stock,0.00,0.00,0.00,0.00,—
Non-U.S.Stock,0.00,0.00,0.00,0.68,—
Bonds,0.00,0.00,0.00,41.45,—
Other,4.10,0.00,4.10,73.73,—
Cash,-1.35,113.96,112.62,156.77,—
Not Classified,97.24,0.00,97.24,0.09,—
