,Values
NAV,"11,467.30"
Open Price,"11,545.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"5,545.0 / 13,438.0"
Day Range,"11,545.00 – 11,640.00"
Year Range,"9,760.00 – 11,640.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.410%
Total Assets,9.2 Bil
