,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,-2.35,6.08,-13.48,-2.98,-6.76,3.16,-16.36,3.23
Fund (NAV),—,—,—,-1.67,5.82,-12.86,-3.45,-5.93,5.33,-18.24,3.44
+/ Category (NAV),—,—,—,-14.53,-9.19,-17.95,-8.89,-0.72,-21.09,-5.45,-3.81
+/- Index (Price),—,—,—,-22.21,-20.18,-17.47,-7.40,-9.15,-18.42,-6.92,-10.28
Percentile Rank,—,—,—,92,93,100,93,61,100,84,63
# of Funds in Category,—,—,37,69,80,100,119,139,129,129,132
