,Values
NAV,"13,431.20"
Open Price,"13,480.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"127.0 / 2,063.7"
Day Range,"13,420.00 – 13,490.00"
Year Range,"11,970.00 – 15,560.00"
SEC Yield ,—
12-Month Yield ,1.86%
Premium ,—
Expense Ratio,0.440%
Total Assets,7.5 Bil
