,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.88,1.58,-4.36,-4.46,3.23,-5.64,-4.60,-7.58,—,—,—
Total Return % (NAV),-0.09,0.29,-3.54,-4.74,3.44,-5.10,-4.48,-7.20,—,—,-3.78
+/- Category (NAV),0.12,0.63,0.93,0.61,-3.81,0.79,-9.23,-11.31,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
