,Net,Short,Long,Cat.,Index
U.S.Stock,0.00,0.00,0.00,25.53,51.35
Non-U.S.Stock,99.56,0.00,99.56,53.43,48.65
Bonds,0.00,0.00,0.00,0.00,0.00
Other,0.00,0.00,0.00,0.00,0.00
Cash,0.44,1.74,2.18,50.08,0.00
Not Classified,0.00,0.00,0.00,0.02,0.00
