,Values
Sustainability Rate,Below Average
Percent Rank in Global Category,89%
Historical Sustainability Score,40.82
Global Category,Consumer Goods & Services Sector Equity
Portfolio ESG,47.65
Controversy Deduction,7.61
Sustainability Score,40.04
Sustainability Mandate,No
