,Values
NAV,"13,431.20"
Open Price,"13,205.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"33.0 / 2,064.2"
Day Range,"13,205.00 – 13,290.00"
Year Range,"11,970.00 – 15,560.00"
SEC Yield ,—
12-Month Yield ,1.86%
Premium ,—
Expense Ratio,0.440%
Total Assets,7.5 Bil
