,Values
NAV,"8,169.40"
Open Price,"8,120.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"8,556.0 / 10,749.0"
Day Range,"7,990.00 – 8,120.00"
Year Range,"7,600.00 – 11,100.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.670%
Total Assets,13.9 Bil
