,Values
NAV,"8,131.71"
Open Price,"8,120.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"4,363.0 / 10,189.5"
Day Range,"7,905.00 – 8,120.00"
Year Range,"7,600.00 – 11,100.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.670%
Total Assets,13.8 Bil
