,Values
Sustainability Rate,Average
Percent Rank in Global Category,65%
Historical Sustainability Score,42.10
Global Category,Trading Tools
Portfolio ESG,49.79
Controversy Deduction,7.38
Sustainability Score,42.41
Sustainability Mandate,No
