,Fund,Cat. Average,Index
Price/Earnings ,9.33,11.87,—
Price/Book ,0.93,1.05,—
Price/Sales ,0.62,0.73,—
Price/Cash Flow ,3.74,3.83,—
Dividend Yield % ,2.82,2.61,—
Long-Term Earnings % ,14.49,7.31,—
Historical Earnings % ,13.13,8.40,—
Sales Growth % ,2.42,8.94,—
Cash-Flow Growth % ,8.45,7.00,—
Book-Value Growth % ,6.58,9.61,—
