,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,11.75,4.61,-1.06,-5.04,-2.63,12.29,-5.19,-9.19
Fund (NAV),—,—,—,11.86,4.62,-1.15,-4.84,-2.83,12.39,-5.30,-9.20
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,—
Percentile Rank,—,—,—,—,—,—,—,—,—,—,—
# of Funds in Category,—,—,—,—,—,—,—,—,—,—,—
