,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.10,-0.10,-2.88,-1.89,-8.37,-7.62,-4.21,-3.28,—,—,—
Total Return % (NAV),0.87,0.15,-2.91,-2.25,-8.41,-7.77,-3.97,-3.32,—,—,0.13
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
