,Values
NAV,"10,109.94"
Open Price,"10,090.00"
Bid / Ask / Spread,"10,000.00 / 10,995.00 / 9.48%"
Volume / Avg,"692.0 / 2,419.3"
Day Range,"10,090.00 – 10,125.00"
Year Range,"10,030.00 – 11,165.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.520%
Total Assets,10.2 Bil
