,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.01,0.04,0.21,0.54,1.21,1.80,1.51,1.62,—,—,—
Total Return % (NAV),0.01,0.03,0.21,0.55,1.20,1.81,1.52,1.63,—,—,1.69
+/- Category (NAV),0.01,-0.03,-0.83,-1.51,-1.91,-2.90,-0.27,-0.79,—,—,—
+/- Index (NAV),-0.29,-0.55,-2.10,-3.45,-4.41,-6.59,-1.36,-2.31,—,—,—
