,Values
NAV,"104,727.66"
Open Price,"104,730.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"129.0 / 167,498.8"
Day Range,"104,720.00 – 104,730.00"
Year Range,"103,480.00 – 104,730.00"
SEC Yield ,—
12-Month Yield ,1.05%
Premium ,—
Expense Ratio,0.160%
Total Assets,237.6 Bil
