,Values
NAV,"6,218.66"
Open Price,"6,165.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,36.0 / 271.1
Day Range,"6,165.00 – 6,170.00"
Year Range,"6,070.00 – 7,490.00"
SEC Yield ,—
12-Month Yield ,1.70%
Premium ,—
Expense Ratio,0.290%
Total Assets,6.5 Bil
