,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.05,-1.36,-6.46,-4.72,-4.02,-14.23,0.63,—,—,—,—
Total Return % (NAV),0.78,1.28,-5.13,-4.55,-3.36,-14.16,1.13,—,—,—,3.00
+/- Category (NAV),0.01,-0.20,1.98,2.23,1.51,-1.27,2.17,—,—,—,—
+/- Index (NAV),0.78,0.03,1.07,-0.84,-3.85,-4.37,-3.24,—,—,—,—
