,Values
Sustainability Rate,High
Percent Rank in Global Category,3%
Historical Sustainability Score,44.00
Global Category,Korea Equity
Portfolio ESG,51.29
Controversy Deduction,6.98
Sustainability Score,44.31
Sustainability Mandate,No
