,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,-17.19,-3.90
Fund (NAV),—,—,—,—,—,—,—,—,—,-17.06,-2.90
+/ Category (NAV),—,—,—,—,—,—,—,—,—,1.08,6.07
+/- Index (Price),—,—,—,—,—,—,—,—,—,-5.31,11.19
Percentile Rank,—,—,—,—,—,—,—,—,—,49,22
# of Funds in Category,—,—,—,—,—,—,—,—,272,369,476
