,Values
NAV,"10,607.06"
Open Price,"10,425.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"98,090.0 / 4,007.2"
Day Range,"10,425.00 – 10,470.00"
Year Range,"10,010.00 – 13,215.00"
SEC Yield ,—
12-Month Yield ,1.27%
Premium ,—
Expense Ratio,0.440%
Total Assets,5.9 Bil
