,Values
Sustainability Rate,Low
Percent Rank in Global Category,99%
Historical Sustainability Score,35.34
Global Category,Korea Equity
Portfolio ESG,35.74
Controversy Deduction,0.09
Sustainability Score,35.65
Sustainability Mandate,No
