,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.00,-0.43,-8.21,-12.82,-3.90,-14.43,—,—,—,—,—
Total Return % (NAV),1.23,1.75,-9.40,-11.87,-2.90,-13.60,—,—,—,—,2.09
+/- Category (NAV),0.35,-1.70,-0.20,-0.07,6.07,4.26,—,—,—,—,—
+/- Index (NAV),1.23,1.66,0.57,3.85,12.19,4.77,—,—,—,—,—
