,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,-17.19,-4.41
Fund (NAV),—,—,—,—,—,—,—,—,—,-17.06,-3.00
+/ Category (NAV),—,—,—,—,—,—,—,—,—,1.08,6.42
+/- Index (Price),—,—,—,—,—,—,—,—,—,-5.31,10.65
Percentile Rank,—,—,—,—,—,—,—,—,—,49,21
# of Funds in Category,—,—,—,—,—,—,—,—,272,369,476
