Sectors,Fund %,Category %
Basic Materials,8.10,9.15
Consumer Cyclical,11.05,17.36
Financial Services,2.51,6.02
Real Estate,0.00,1.52
Communication Services,1.68,0.59
Energy,2.17,0.85
Industrials,16.35,14.91
Technology,34.82,23.36
Consumer Defensive,11.42,7.26
Healthcare,11.89,18.74
Utilities,0.00,0.24
