Sectors,Fund %,Category %
Basic Materials,0.00,9.92
Consumer Cyclical,2.51,18.02
Financial Services,0.00,11.34
Real Estate,0.00,2.30
Communication Services,17.20,2.33
Energy,0.00,1.77
Industrials,1.58,12.04
Technology,0.00,26.05
Consumer Defensive,39.85,9.12
Healthcare,30.87,5.97
Utilities,8.00,1.13
