,Values
NAV,"9,127.56"
Open Price,"9,135.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"1,067.0 / 2,507.1"
Day Range,"9,105.00 – 9,140.00"
Year Range,"9,060.00 – 10,400.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.240%
Total Assets,12.8 Bil
