,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.00,0.22,-2.30,-3.00,-4.56,-4.56,-2.76,—,—,—,—
Total Return % (NAV),-0.02,-0.12,-2.27,-3.50,-4.54,-5.07,-2.76,—,—,—,-1.86
+/- Category (NAV),-0.04,-0.18,-0.88,-2.29,-4.94,-3.81,-3.59,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
