,Values
NAV,"10,301.32"
Open Price,"10,265.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"285,521.0 / 85,896.2"
Day Range,"10,265.00 – 10,315.00"
Year Range,"9,985.00 – 10,375.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.300%
Total Assets,10.3 Bil
