,Values
NAV,"10,301.32"
Open Price,"10,325.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"218,724.0 / 93,709.6"
Day Range,"10,285.00 – 10,330.00"
Year Range,"9,985.00 – 10,375.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.300%
Total Assets,10.3 Bil
