,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.15,0.24,—,—,—,—,—,—,—,—,—
Total Return % (NAV),-0.80,-0.15,—,—,—,—,—,—,—,—,3.01
+/- Category (NAV),-0.78,-0.18,—,—,—,—,—,—,—,—,—
+/- Index (NAV),-0.80,-0.19,—,—,—,—,—,—,—,—,—
