,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,8.97,-6.96,22.30
Fund (NAV),—,—,—,—,—,—,—,—,8.68,-7.29,25.89
+/ Category (NAV),—,—,—,—,—,—,—,—,-7.61,2.94,11.50
+/- Index (Price),—,—,—,—,—,—,—,—,-14.90,2.86,11.82
Percentile Rank,—,—,—,—,—,—,—,—,88,25,2
# of Funds in Category,—,—,—,—,—,—,—,185,325,554,587
