,Values
NAV,"14,120.37"
Open Price,"13,870.00"
Bid / Ask / Spread,"13,385.00 / 13,900.00 / 3.77%"
Volume / Avg,"14,939.0 / 30,876.4"
Day Range,"13,795.00 – 13,895.00"
Year Range,"10,835.00 – 14,355.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.600%
Total Assets,384.1 Bil
