,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.92,-1.81,-3.09,1.51,22.30,6.19,—,—,—,—,—
Total Return % (NAV),0.34,1.04,-0.46,4.62,25.89,8.65,12.34,—,—,—,12.40
+/- Category (NAV),-0.19,-0.06,1.83,2.51,11.50,7.59,5.75,—,—,—,—
+/- Index (NAV),0.52,3.90,5.64,5.98,15.42,9.39,4.81,—,—,—,—
