,Fund,Cat. Average,Index
Price/Earnings ,15.55,17.50,15.86
Price/Book ,2.12,2.56,1.99
Price/Sales ,1.44,1.86,1.45
Price/Cash Flow ,7.54,9.84,7.47
Dividend Yield % ,2.55,2.32,2.64
Long-Term Earnings % ,5.64,8.64,9.11
Historical Earnings % ,1.43,8.29,8.71
Sales Growth % ,-24.69,3.60,-17.33
Cash-Flow Growth % ,-49.26,5.53,4.42
Book-Value Growth % ,-27.19,4.22,4.36
