Sectors,Fund %,Category %
Basic Materials,5.11,3.03
Consumer Cyclical,13.19,17.26
Financial Services,17.71,17.46
Real Estate,2.85,1.25
Communication Services,3.80,2.30
Energy,6.09,3.60
Industrials,11.96,9.33
Technology,17.05,20.73
Consumer Defensive,8.39,10.55
Healthcare,10.90,11.88
Utilities,2.96,2.59
