,Values
NAV,"14,152.60"
Open Price,"14,135.00"
Bid / Ask / Spread,"13,350.00 / 15,455.00 / 14.62%"
Volume / Avg,"2,132.0 / 30,401.9"
Day Range,"14,040.00 – 14,135.00"
Year Range,"10,835.00 – 14,355.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.600%
Total Assets,385.0 Bil
