,Values
NAV,"14,120.37"
Open Price,"14,070.00"
Bid / Ask / Spread,"14,030.00 / 15,490.00 / 9.89%"
Volume / Avg,"7,107.0 / 30,385.8"
Day Range,"14,020.00 – 14,095.00"
Year Range,"10,835.00 – 14,355.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.600%
Total Assets,384.1 Bil
