,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,8.97,-6.96,24.38
Fund (NAV),—,—,—,—,—,—,—,—,8.68,-7.29,26.18
+/ Category (NAV),—,—,—,—,—,—,—,—,-7.61,2.94,11.10
+/- Index (Price),—,—,—,—,—,—,—,—,-14.90,2.86,12.11
Percentile Rank,—,—,—,—,—,—,—,—,88,25,4
# of Funds in Category,—,—,—,—,—,—,—,185,325,554,631
