,Values
NAV,"25,823.48"
Open Price,"25,590.00"
Bid / Ask / Spread,"24,000.00 / 0.00 / 0.00%"
Volume / Avg,"209,109.0 / 68,044.9"
Day Range,"25,510.00 – 25,690.00"
Year Range,"25,330.00 – 30,595.00"
SEC Yield ,—
12-Month Yield ,2.34%
Premium ,—
Expense Ratio,0.150%
Total Assets,645.6 Bil
