,Values
NAV,"25,774.09"
Open Price,"25,775.00"
Bid / Ask / Spread,"24,000.00 / 0.00 / 0.00%"
Volume / Avg,"26,603.0 / 67,592.1"
Day Range,"25,700.00 – 25,920.00"
Year Range,"25,330.00 – 30,595.00"
SEC Yield ,—
12-Month Yield ,2.34%
Premium ,—
Expense Ratio,0.150%
Total Assets,643.1 Bil
