,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.37,-0.52,-7.29,-4.19,-2.70,-10.08,1.84,0.95,3.65,—,—
Total Return % (NAV),0.81,1.14,-6.50,-4.80,-2.25,-10.39,1.98,1.06,3.71,8.00,9.36
+/- Category (NAV),0.04,-0.35,0.60,1.98,2.62,2.50,3.02,2.04,1.48,0.94,—
+/- Index (NAV),0.81,-0.12,-0.30,-1.09,-2.75,-0.61,-2.40,-1.35,-1.21,-0.00,—
