,Values
NAV,"25,774.09"
Open Price,"25,485.00"
Bid / Ask / Spread,"24,500.00 / 0.00 / 0.00%"
Volume / Avg,"33,273.0 / 64,956.6"
Day Range,"25,390.00 – 25,630.00"
Year Range,"25,330.00 – 30,595.00"
SEC Yield ,—
12-Month Yield ,2.34%
Premium ,—
Expense Ratio,0.150%
Total Assets,643.1 Bil
