,Values
NAV,"11,513.91"
Open Price,"11,215.00"
Bid / Ask / Spread,"11,255.00 / 0.00 / 0.00%"
Volume / Avg,"57,423.0 / 107,341.6"
Day Range,"11,180.00 – 11,255.00"
Year Range,"9,510.00 – 11,960.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.490%
Total Assets,176.2 Bil
