,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.96,-2.97,-4.42,0.40,13.97,-0.92,—,—,—,—,—
Total Return % (NAV),0.99,1.13,-2.25,3.69,15.88,0.82,—,—,—,—,7.13
+/- Category (NAV),-0.06,-0.81,0.47,3.38,-0.27,2.55,—,—,—,—,—
+/- Index (NAV),1.48,4.35,3.68,4.12,-2.97,-0.97,—,—,—,—,—
